empresa,bem,quantidade,parlamentar,valor_unit,estado,municipio,beneficiario,entrega_realizada_pelo_fornecedor,pagamento,doacao,status_doacao,entrega_fisica,data_entrega,area,intervencao,quant_doada,item,latitude,longitude,evento_realizado
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,nao informado,390,PI,Paes Landim,PREFEITURA MUNICIPAL DE PAES LANDIM,Sim,Pago,Sim,Termo de Doacao,Sim,2025-01-13,Apicultura ,Maquinas e equipamentos,400,1,-7.773745,-42.247444,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,nao informado,390,PI,Colonia do Gurgueia,PREFEITURA MUNICIPAL DE COLONIA DO GURGUEIA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-01-20,Apicultura ,Maquinas e equipamentos,300,1,-8.183696999999999,-43.793999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Sigefredo Pacheco,ASSOCIACAO ANTONIA DORA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-01-14,Apicultura ,Maquinas e equipamentos,250,1,-4.916646999999999,-41.731123,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Juazeiro do Piaui,PREFEITURA MUNICIPAL DE JUAZEIRO DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-04-16,Apicultura ,Maquinas e equipamentos,200,1,-5.174588999999999,-41.69756099999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-05-20,Apicultura ,Maquinas e equipamentos,100,1,-9.012411999999998,-42.69865899999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MARCELO CASTRO,390,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-05-20,Apicultura ,Maquinas e equipamentos,100,1,-9.012411999999998,-42.69865899999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / JULIO ARCOVERDE,390,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-05-20,Apicultura ,Maquinas e equipamentos,90,1,-9.012411999999998,-42.69865899999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Sigefredo Pacheco,ASSOCIACAO ANTONIA DORA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-05-29,Apicultura ,Maquinas e equipamentos,50,1,-4.916646999999999,-41.731123,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,256,ATILA LIRA,390,PI,Jose de Freitas,FUNDACAO CIDADANIA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-03,Apicultura ,Maquinas e equipamentos,256,1,-4.751458,-42.574586,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,40,ATILA LIRA,390,PI,Jose de Freitas,FUNDACAO CIDADANIA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-03,Apicultura ,Maquinas e equipamentos,40,1,-4.751458,-42.574586,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,40,WELLINGTON DIAS,390,PI,A definir,,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,1,,,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,16,JULIO CESAR,390,PI,A definir,,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,16,1,,,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,42,CASTRO NETO,390,PI,A definir,,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,42,1,,,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,28,WELLINGTON DIAS,390,PI,A definir,,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,28,1,,,Nao
WEEMAC MAQUINAS E EQUIPAMENTOS LTDA,Aerador chafariz 1 CV,25,FLAVIO NOGUEIRA,1980.04,PI,Luzilandia,COLONIA SINDICAL DE PESCADORES Z-12 DO MUNICIPIO DE LUZILANDIA - PI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-18,Aquicultura e pesca,Maquinas e equipamentos,1,1,-3.468296,-42.371757,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bolsao de 5 mm de malha ,20,FLAVIO NOGUEIRA,447.75,PI,Luzilandia,COLONIA SINDICAL DE PESCADORES Z-12 DO MUNICIPIO DE LUZILANDIA - PI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-18,Aquicultura e pesca,Maquinas e equipamentos,1,9,-3.468296,-42.371757,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bobina de lona Dupla Face (12x50m) 200 micras,50,FLAVIO NOGUEIRA,1442.75,PI,Luzilandia,COLONIA SINDICAL DE PESCADORES Z-12 DO MUNICIPIO DE LUZILANDIA - PI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-18,Aquicultura e pesca,Maquinas e equipamentos,1,6,-3.468296,-42.371757,Sim
THRUONE LTDA,Tanque-rede (2x2),200,FLAVIO NOGUEIRA,2599,PI,Luzilandia,COLONIA SINDICAL DE PESCADORES Z-12 DO MUNICIPIO DE LUZILANDIA - PI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-18,Aquicultura e pesca,Maquinas e equipamentos,5,24,-3.468296,-42.371757,Sim
TCN COMERCIO E CONSTRUCAO ,Embarcacao de 6m e motor de popa 2T 15HP,25,FLAVIO NOGUEIRA,17000,PI,Luzilandia,COLONIA SINDICAL DE PESCADORES Z-12 DO MUNICIPIO DE LUZILANDIA - PI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-18,Aquicultura e pesca,Maquinas e equipamentos,1,1,-3.468296,-42.371757,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Assuncao do Piaui,COOPERATIVA DE PEQUENOS PRODUTORES RURAIS DE ASSUNCAO DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-23,Apicultura ,Maquinas e equipamentos,25,1,-5.864996,-41.038850999999994,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Campinas do Piaui,COMUNIDADE KOLPING ECOLOGICA DE LAGOA REDONDA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-10,Apicultura ,Maquinas e equipamentos,14,1,-7.659299,-41.877487,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Juazeiro do Piaui,ASSOCIACAO DE MORADORES DE DILIGENCIA E LOCALIDADES VIZINHAS,Sim,Pago,Sim,Termo de Cessao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,15,1,-5.174588999999999,-41.69756099999999,Sim
TCN COMERCIO E CONSTRUCAO ,Embarcacao de 6m e motor de popa 2T 15HP,25,MERLONG SOLANO,17000,PI,Teresina,ASSOCIACAO ESCOLA PIAUIENSE DE CANOAGEM MESTRE CECE,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-12,Aquicultura e pesca,Maquinas e equipamentos,1,1,-5.090657,-42.800133,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / JULIO ARCOVERDE,390,PI,Pedro II,ASSOCIACAO COMUNITARIA DE PALMEIRA DOS SOARES E REGIAO,Sim,Pago,Sim,Termo de Cessao,Sim,2025-09-24,Apicultura ,Maquinas e equipamentos,37,1,-4.425844999999999,-41.448184,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,20,CASTRO NETO,9000,PI,Buriti dos Montes,PREFEITURA MUNICIPAL DE BURITI DOS MONTES,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,3,-5.30584,-41.093349,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,7,CASTRO NETO,3723.75,PI,Buriti dos Montes,PREFEITURA MUNICIPAL DE BURITI DOS MONTES,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,5,-5.30584,-41.093349,Nao
INFINITI EMPREENDIMENTOS LTDA,Chapeu Pescador com Protecao Solar ,85,CASTRO NETO,41.61,PI,Sao Raimundo Nonato,ASSOCIACAO PIMENTEIRA ,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-29,Acoes Diversas,Maquinas e equipamentos,0,5,-9.012411999999998,-42.69865899999999,Nao
FSG COMERCIO E CONSULTORIA LICITATORIA LTDA,Mochila Tecnica ,85,CASTRO NETO,394.99,PI,Sao Raimundo Nonato,ASSOCIACAO PIMENTEIRA ,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-29,Acoes Diversas,Maquinas e equipamentos,85,13,-9.012411999999998,-42.69865899999999,Nao
A M M CORREA,Bota Feminina para Trilha (par) ,26,CASTRO NETO,237.9,PI,Sao Raimundo Nonato,ASSOCIACAO PIMENTEIRA ,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-29,Acoes Diversas,Maquinas e equipamentos,26,12,-9.012411999999998,-42.69865899999999,Nao
A M M CORREA,Botas  Masculinas para trilha (par),64,CASTRO NETO,219.9,PI,Sao Raimundo Nonato,ASSOCIACAO PIMENTEIRA ,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-29,Acoes Diversas,Maquinas e equipamentos,64,11,-9.012411999999998,-42.69865899999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Ribeira do Piaui,PREFEITURA MUNICIPAL DE RIBEIRA DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-26,Apicultura ,Maquinas e equipamentos,100,1,-7.690277999999998,-42.712778,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Castelo do Piaui,PREFEITURA MUNICIPAL DE CASTELO DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-05,Apicultura ,Maquinas e equipamentos,100,1,-5.318693,-41.549865,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,ATILA LIRA,390,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,357,1,-4.271573999999999,-41.771569,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,43,JUSSARA LIMA,390,PI,Simoes,PREFEITURA MUNICIPAL DE SIMOES,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,84,1,-7.591094999999998,-40.81373099999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,16,JULIO CESAR,390,PI,Simoes,PREFEITURA MUNICIPAL DE SIMOES,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,16,1,-7.591094999999998,-40.81373099999999,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,7,ATILA LIRA,9000,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,1,3,-4.271573999999999,-41.771569,Nao
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,40,ATILA LIRA,3675,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,1,7,-4.271573999999999,-41.771569,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,20,ATILA LIRA,3723.75,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,1,5,-4.271573999999999,-41.771569,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,40,ATILA LIRA,259.38,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,1,9,-4.271573999999999,-41.771569,Nao
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,ATILA LIRA,174.09,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,19,11,-4.271573999999999,-41.771569,Nao
C M C DO  BRASIL LTDA,Fumigador Apicola,250,ATILA LIRA,169,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-09,Apicultura ,Maquinas e equipamentos,14,10,-4.271573999999999,-41.771569,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,40,JUSSARA LIMA,390,PI,Picos,PREFEITURA MUNICIPAL DE PICOS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-30,Apicultura ,Maquinas e equipamentos,100,1,-7.077213,-41.46700299999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,196,JUSSARA LIMA,390,PI,Fronteiras,PREFEITURA MUNICIPAL DE FRONTEIRAS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,95,1,-7.081726999999999,-40.61460099999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JUSSARA LIMA,390,PI,Aroeiras do Itaim,PREFEITURA MUNICIPAL DE AROEIRAS DO ITAIM,Sim,Pago,Sim,Termo de Cessao,Sim,2025-06-10,Apicultura ,Maquinas e equipamentos,157,1,-7.2794724,-41.5738817,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Alegrete do Piaui,ASSOCIACAO DOS PRODUTORES RURAIS DO MUNICIPIO DE ALEGRETE DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-11,Apicultura ,Maquinas e equipamentos,100,1,-7.2419639999999985,-40.85658699999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Cristino Castro,PREFEITURA MUNICIPAL DE CRISTINO CASTRO,Sim,Pago,Sim,Termo de Doacao,Sim,2025-06-25,Apicultura ,Maquinas e equipamentos,100,1,-8.822730999999997,-44.222972,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,7,MARCOS AURELIO,9000,PI,Santana do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE SANTANA DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-02,Apicultura ,Maquinas e equipamentos,1,3,-6.946961,-41.51776699999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MARCOS AURELIO,390,PI,Santana do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE SANTANA DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-02,Apicultura ,Maquinas e equipamentos,257,1,-6.946961,-41.51776699999999,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,7,ATILA LIRA,9000,PI,Paes Landim,FUNDACAO PEDRO MARIA BORGES,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-01,Apicultura ,Maquinas e equipamentos,1,3,-7.773745,-42.247444,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,ATILA LIRA,174.09,PI,Paes Landim,FUNDACAO PEDRO MARIA BORGES,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-01,Apicultura ,Maquinas e equipamentos,10,11,-7.773745,-42.247444,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,ATILA LIRA,390,PI,Paes Landim,FUNDACAO PEDRO MARIA BORGES,Sim,Pago,Sim,Termo de Cessao,Sim,2025-09-30,Apicultura ,Maquinas e equipamentos,200,1,-7.773745,-42.247444,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Paulistana,ASSOCIACAO COMUNITARIA DOS TRABALHADORES RURAIS DE TAMANDUA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-23,Apicultura ,Maquinas e equipamentos,60,1,-8.134356999999996,-41.14307199999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Paulistana,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA INGA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-23,Apicultura ,Maquinas e equipamentos,40,1,-8.134356999999996,-41.14307199999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JUSSARA LIMA,390,PI,Queimada Nova,PREFEITURA MUNICIPAL DE QUEIMADA NOVA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-15,Apicultura ,Maquinas e equipamentos,50,1,-8.570636999999996,-41.410614,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JUSSARA LIMA,390,PI,Acaua,PREFEITURA MUNICIPAL DE ACAUA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-30,Apicultura ,Maquinas e equipamentos,100,1,-8.219542,-41.08305899999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,FLORENTINO NETO,390,PI,Aroeiras do Itaim,ASSOCIACAO DOS AGRICULTORES E MORADORES DO MUNICIPIO DE AROEIRAS DO ITAIM - PI,Sim,Pago,Sim,Termo de Cessao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,1,-7.2794724,-41.5738817,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,FLORENTINO NETO,390,PI,Francisco Santos,ASSOCIACAO COMUNITARIA DE PRODUTORES RURAIS DO POVOADO BOA VIAGEM,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,1,-6.994914,-41.128789,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,FLORENTINO NETO,390,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-07,Apicultura ,Maquinas e equipamentos,120,1,-4.271573999999999,-41.771569,Sim
C M C DO  BRASIL LTDA,Fumigador Apicola,250,FLORENTINO NETO,169,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-07,Apicultura ,Maquinas e equipamentos,13,10,-4.271573999999999,-41.771569,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,FLORENTINO NETO,174.09,PI,Piripiri,ASSOCIACAO DOS APICULTORES DE PIRIPIRI - PI - AAP,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-07,Apicultura ,Maquinas e equipamentos,26,11,-4.271573999999999,-41.771569,Sim
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,40,JUSSARA LIMA,259.38,PI,Aroeiras do Itaim,PREFEITURA MUNICIPAL DE AROEIRAS DO ITAIM,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,9,-7.2794724,-41.5738817,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,7,JUSSARA LIMA,9000,PI,Aroeiras do Itaim,PREFEITURA MUNICIPAL DE AROEIRAS DO ITAIM,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,2,3,-7.2794724,-41.5738817,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,20,JUSSARA LIMA,3723.75,PI,Aroeiras do Itaim,PREFEITURA MUNICIPAL DE AROEIRAS DO ITAIM,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,5,-7.2794724,-41.5738817,Nao
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,40,JUSSARA LIMA,3675,PI,Aroeiras do Itaim,PREFEITURA MUNICIPAL DE AROEIRAS DO ITAIM,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,7,-7.2794724,-41.5738817,Nao
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,14,CASTRO NETO,3675,PI,Buriti dos Montes,PREFEITURA MUNICIPAL DE BURITI DOS MONTES,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,7,-5.30584,-41.093349,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,40,CASTRO NETO,259.38,PI,Buriti dos Montes,PREFEITURA MUNICIPAL DE BURITI DOS MONTES,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,9,-5.30584,-41.093349,Nao
WATT TECNOLOGIA LTDA,UEPA Container extracao de mel,1,CASTRO NETO,164000,PI,Ribeira do Piaui,ASSOCIACAO DESENVOLVIMENTO COMO LIBERDADE - ASDL,Sim,Pago Parcialmente,Sim,Termo de Doacao,Sim,2025-05-30,Apicultura ,Maquinas e equipamentos,1,1,-7.690277999999998,-42.712778,Nao
WATT TECNOLOGIA LTDA,UEPA Container extracao de mel,1,nao informado,171231,PI,Pajeu do Piaui,PREFEITURA MUNICIPAL DE PAJEU DO PIAUI,Sim,Pago Parcialmente,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,1,-7.855085,-42.82481,Nao
ALFA COMERCIO E SERVICOS LTDA,Sistema Global de Posicionamento (GPS),4,BANCADA DO PIAUI - S/PARTIDO/PI,2097.46,PI,Teresina,SECRETARIA ESTADUAL DE DEFESA CIVIL - SEDEC,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-30,Acoes Diversas,Maquinas e equipamentos,4,2,-5.090657,-42.800133,Nao
COMPMINAS COMERCIO DE INFORMATICA LTDA-ME,Tablet,4,BANCADA DO PIAUI - S/PARTIDO/PI,1877.99,PI,Teresina,SECRETARIA ESTADUAL DE DEFESA CIVIL - SEDEC,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-30,Acoes Diversas,Maquinas e equipamentos,4,3,-5.090657,-42.800133,Nao
COMPMINAS COMERCIO DE INFORMATICA LTDA-ME,Projetor multimidia,1,BANCADA DO PIAUI - S/PARTIDO/PI,1367,PI,Teresina,SECRETARIA ESTADUAL DE DEFESA CIVIL - SEDEC,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-30,Acoes Diversas,Maquinas e equipamentos,1,4,-5.090657,-42.800133,Nao
LIB POWER LTDA,Pluviometro,293,BANCADA DO PIAUI - S/PARTIDO/PI,16.35,PI,Teresina,SECRETARIA ESTADUAL DE DEFESA CIVIL - SEDEC,Sim,Pago Parcialmente,Sim,Termo de Doacao,Sim,2025-09-30,Acoes Diversas,Maquinas e equipamentos,293,1,-5.090657,-42.800133,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,20,CASTRO NETO,9000,PI,Ribeira do Piaui,ASSOCIACAO DESENVOLVIMENTO COMO LIBERDADE - ASDL,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-15,Apicultura ,Maquinas e equipamentos,1,3,-7.690277999999998,-42.712778,Nao
WEEMAC MAQUINAS E EQUIPAMENTOS LTDA,Aerador chafariz 1 CV,25,DR. FRANCISCO,1980.04,PI,Sao Francisco do Piaui,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-28,Aquicultura e pesca,Maquinas e equipamentos,1,1,-7.246298999999999,-42.54101,Nao
THRUONE LTDA,Tanque-rede (2x2),200,DR. FRANCISCO,2599,PI,Sao Francisco do Piaui,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-28,Aquicultura e pesca,Maquinas e equipamentos,11,24,-7.246298999999999,-42.54101,Nao
MGS BRASIL DISTRIBUIDORA LTDA,Bolsao de 5 mm de malha ,20,DR. FRANCISCO,447.75,PI,Sao Francisco do Piaui,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-28,Aquicultura e pesca,Maquinas e equipamentos,2,9,-7.246298999999999,-42.54101,Nao
MGS BRASIL DISTRIBUIDORA LTDA,Bobina de lona Dupla Face (12x50m) 200 micras,50,DR. FRANCISCO,1442.75,PI,Sao Francisco do Piaui,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-28,Aquicultura e pesca,Maquinas e equipamentos,2,6,-7.246298999999999,-42.54101,Nao
TCN COMERCIO E CONSTRUCAO ,Embarcacao de 6m e motor de popa 2T 15HP,25,DR. FRANCISCO,17000,PI,Sao Francisco do Piaui,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-28,Aquicultura e pesca,Maquinas e equipamentos,1,1,-7.246298999999999,-42.54101,Nao
